Company,Major index membership,Market capitalization,Income (ttm),Revenue (ttm),Book value per share (mrq),Cash per share (mrq),Dividend (annual),Dividend yield (annual),Full time employees,Stock has options trading on a market exchange,Stock available to sell short,Analysts' mean recommendation (1=Buy 5=Sell),Price-to-Earnings (ttm),Forward Price-to-Earnings (next fiscal year),Price-to-Earnings-to-Growth,Price-to-Sales (ttm),Price-to-Book (mrq),Price to cash per share (mrq),Price to Free Cash Flow (ttm),Quick Ratio (mrq),Current Ratio (mrq),Total Debt to Equity (mrq),Long Term Debt to Equity (mrq),Distance from 20-Day Simple Moving Average,Diluted EPS (ttm),EPS estimate for next year,EPS estimate for next quarter,EPS growth this year,EPS growth next year,Long term annual growth estimate (5 years),Annual EPS growth past 5 years,Annual sales growth past 5 years,Quarterly revenue growth (yoy),Quarterly earnings growth (yoy),Earnings date<br><br>BMO = Before Market Open<br>AMC = After Market Close,Distance from 50-Day Simple Moving Average,Insider ownership,Insider transactions (6-Month change in Insider Ownership),Institutional ownership,Institutional transactions (3-Month change in Institutional Ownership),Return on Assets (ttm),Return on Equity (ttm),Return on Investment (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Profit Margin (ttm),Dividend Payout Ratio (ttm),Distance from 200-Day Simple Moving Average,Shares outstanding,Shares float,Short interest share,Short interest ratio,Analysts' mean target price,52-Week trading range,Distance from 52-Week High,Distance from 52-Week Low,Relative Strength Index,Relative volume,Average volume (3 month),Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year To Date),Beta,Average True Range (14),"Volatility (Week, Month)",Previous close,Current stock price,Performance (today)
MGM,S&P 500,14.12B,1.49B,10.89B,11.44,6.28,0.01,0.03%,42000,Yes,Yes,2.20,10.60,19.01,-,1.30,2.85,5.19,10.35,1.20,1.30,2.35,2.09,9.27%,3.08,1.72,0.23,219.60%,125.07%,-,4.70%,0.40%,73.20%,91.20%,Aug 03 AMC,4.39%,15.50%,-6.30%,72.10%,0.55%,3.80%,24.70%,10.70%,48.80%,24.20%,13.70%,0.30%,-18.82%,442.92M,349.51M,5.40%,3.08,51.84,26.41 - 51.17,-36.27%,23.48%,60.18,0.69,6.14M,"4,225,393",3.72%,9.14%,-19.16%,-21.76%,-15.08%,-27.34%,2.17,1.25,3.51% 3.72%,31.41,32.61,3.82%
MHK,S&P 500,8.66B,1.04B,11.55B,128.02,8.51,-,-,43000,Yes,Yes,2.80,8.90,8.61,1.10,0.75,1.07,16.02,20.94,0.80,1.40,0.32,0.13,6.64%,15.33,15.84,4.32,106.90%,3.06%,8.07%,3.70%,4.60%,13.00%,12.40%,Jul 28 AMC,4.06%,0.60%,2.56%,79.00%,-0.10%,7.20%,12.20%,10.00%,28.50%,11.60%,9.00%,0.00%,-9.62%,64.69M,52.49M,3.72%,3.10,160.80,114.96 - 211.74,-35.57%,18.67%,61.21,1.29,629.52K,"810,102",1.25%,6.76%,8.32%,-11.44%,-28.17%,-25.12%,1.30,4.73,3.11% 3.65%,135.34,136.42,0.80%
MKC,S&P 500,23.16B,683.20M,6.34B,17.14,1.23,1.48,1.69%,14000,Yes,Yes,3.00,34.60,26.63,6.78,3.65,5.11,71.09,215.84,0.30,0.70,1.17,0.85,5.30%,2.53,3.29,0.83,0.80%,7.95%,5.10%,8.70%,7.40%,-1.30%,-35.60%,Jun 29 BMO,0.77%,0.10%,-48.88%,85.40%,0.11%,5.30%,15.20%,8.50%,37.70%,14.30%,10.80%,55.60%,-4.85%,268.30M,264.10M,2.82%,5.91,92.24,77.85 - 107.35,-18.46%,12.43%,62.21,0.93,1.26M,"1,178,542",5.46%,0.79%,-14.14%,-4.80%,3.34%,-9.40%,0.48,1.79,2.28% 2.08%,85.40,87.53,2.49%
MKTX,S&P 500,10.09B,241.80M,695.40M,27.38,9.67,2.80,1.05%,676,Yes,Yes,2.90,41.88,34.33,4.54,14.50,9.77,27.66,61.20,-,-,0.00,0.00,1.53%,6.38,7.79,1.63,-13.80%,13.91%,9.22%,15.20%,13.60%,-4.80%,-18.80%,Jul 20 BMO,-0.77%,2.40%,-0.30%,97.11%,-0.30%,16.10%,24.90%,25.10%,93.30%,48.50%,37.10%,28.80%,-20.08%,37.38M,36.71M,1.59%,1.73,308.78,249.01 - 498.97,-46.41%,7.38%,51.08,1.19,338.48K,"403,768",-1.21%,0.66%,2.34%,-19.62%,-43.22%,-34.98%,0.59,9.02,3.28% 3.45%,258.23,267.39,3.55%
MLM,S&P 500,21.65B,660.80M,5.66B,103.03,3.01,2.44,0.71%,10000,Yes,Yes,2.20,32.52,20.85,2.03,3.82,3.33,114.18,42.24,1.70,2.80,0.00,0.79,9.04%,10.56,16.47,3.79,-2.90%,27.19%,16.00%,11.10%,7.20%,25.30%,-62.50%,Jul 28 BMO,7.03%,0.50%,-0.00%,99.00%,0.18%,4.90%,10.30%,6.90%,23.50%,16.50%,11.60%,22.80%,-8.03%,62.40M,61.96M,2.71%,3.52,408.32,284.99 - 446.46,-23.07%,20.51%,68.80,1.38,477.31K,"660,910",4.17%,13.42%,-2.46%,-6.76%,-6.53%,-22.04%,0.84,8.58,2.63% 2.71%,336.03,343.45,2.21%
MMC,S&P 500,81.86B,3.38B,20.65B,21.34,1.80,2.36,1.46%,83000,Yes,Yes,2.50,24.41,21.61,2.87,3.96,7.58,90.05,46.59,1.20,1.20,1.10,0.98,4.59%,6.63,7.49,1.16,55.60%,10.23%,8.50%,12.70%,8.50%,7.20%,19.60%,Jul 21 BMO,4.90%,0.20%,-5.30%,92.60%,0.75%,10.00%,31.90%,14.90%,-,22.00%,16.40%,31.90%,0.49%,501.00M,496.92M,1.07%,2.76,177.13,142.80 - 183.14,-11.67%,13.28%,62.48,1.13,1.92M,"2,160,646",2.31%,4.56%,-3.95%,5.05%,11.73%,-6.93%,0.90,3.80,2.34% 2.15%,158.11,161.77,2.31%
MMM,DJIA S&P500,79.78B,5.60B,35.33B,26.09,5.91,5.96,4.25%,95000,Yes,Yes,3.30,14.62,12.73,5.22,2.26,5.38,23.75,48.47,1.00,1.60,1.12,0.99,6.85%,9.60,11.03,2.42,8.10%,4.43%,2.80%,4.40%,3.30%,-0.20%,-18.40%,Jul 26 BMO,2.20%,0.08%,-2.56%,67.70%,0.13%,11.80%,38.00%,18.70%,46.00%,19.90%,15.80%,61.20%,-10.96%,572.30M,568.58M,1.37%,2.50,144.07,125.60 - 202.77,-30.77%,11.76%,64.68,1.00,3.10M,"3,088,306",4.79%,7.70%,-2.66%,-17.09%,-29.21%,-20.98%,0.95,3.07,2.17% 1.95%,138.86,140.37,1.09%
MNST,S&P 500,52.78B,1.36B,5.82B,12.97,5.12,-,-,4092,Yes,Yes,2.20,39.06,30.71,2.80,9.07,7.63,19.31,57.18,3.80,4.50,0.00,0.00,2.95%,2.53,3.22,0.69,-2.40%,18.42%,13.93%,16.70%,12.70%,22.10%,-6.80%,May 05 AMC,7.59%,0.20%,-21.85%,65.30%,0.03%,17.80%,21.20%,20.90%,54.50%,30.70%,23.30%,0.00%,13.16%,529.40M,376.53M,1.98%,2.50,102.00,71.78 - 99.89,-0.98%,37.81%,65.02,0.65,2.98M,"1,925,977",3.28%,8.92%,14.02%,16.93%,5.17%,2.99%,0.92,2.15,2.06% 2.19%,97.39,98.91,1.56%
MO,S&P 500,79.07B,3.00B,25.87B,-0.97,2.98,3.60,8.18%,6000,Yes,Yes,2.60,26.80,8.67,5.25,3.06,-,14.77,44.88,0.50,0.60,-,-,3.86%,1.64,5.07,1.25,-44.60%,5.01%,5.11%,-28.80%,0.20%,-2.40%,40.50%,Jul 28 BMO,-5.93%,0.10%,0.00%,60.00%,0.01%,7.30%,-871.50%,35.60%,54.90%,44.40%,11.60%,216.90%,-10.08%,1.82B,1.81B,1.10%,1.62,51.01,41.00 - 57.05,-22.87%,7.32%,50.84,0.57,12.32M,"7,066,898",2.88%,1.88%,-19.88%,-11.06%,-7.60%,-7.15%,0.64,0.95,1.38% 1.89%,44.07,44.00,-0.16%
MOH,S&P 500,18.67B,689.00M,29.02B,48.17,132.36,-,-,14000,Yes,Yes,2.40,26.97,16.21,1.64,0.64,6.58,2.40,10.20,1.40,1.40,0.00,0.86,8.71%,11.76,19.56,4.29,0.30%,13.31%,16.40%,64.70%,9.30%,19.10%,13.00%,Jul 27 AMC,10.40%,0.90%,-1.17%,96.70%,-0.06%,6.00%,26.70%,15.50%,14.60%,3.60%,2.40%,0.00%,4.85%,58.40M,58.10M,2.18%,2.93,340.88,243.32 - 350.19,-9.45%,30.32%,70.11,1.02,431.26K,"440,676",4.82%,16.48%,-2.08%,18.19%,22.35%,-0.31%,0.81,8.22,2.65% 2.72%,305.85,317.09,3.68%
MOS,S&P 500,18.60B,2.66B,13.98B,31.79,2.41,0.60,1.18%,12525,Yes,Yes,2.40,7.19,4.81,0.81,1.33,1.60,21.09,19.40,0.60,1.20,0.38,0.29,8.62%,7.07,10.55,4.03,153.60%,-23.46%,8.91%,38.20%,11.50%,70.80%,680.20%,May 02 AMC,-2.87%,0.20%,-22.41%,91.20%,1.76%,12.10%,24.70%,12.60%,30.10%,24.40%,19.00%,4.70%,2.05%,366.10M,360.94M,3.07%,1.47,70.94,29.14 - 79.28,-35.92%,74.33%,55.69,0.62,7.55M,"4,686,326",5.44%,3.08%,-21.67%,27.41%,66.61%,29.29%,1.63,2.29,4.81% 4.32%,51.12,50.80,-0.63%
MPC,S&P 500,48.92B,2.61B,136.44B,42.50,19.41,2.32,2.59%,17700,Yes,Yes,1.80,20.79,9.34,0.72,0.36,2.11,4.62,14.70,1.10,1.40,1.11,1.07,5.83%,4.31,9.59,7.84,111.90%,-44.83%,28.81%,-1.80%,13.80%,67.80%,303.50%,Aug 02 BMO,-3.71%,0.20%,-22.49%,79.60%,-0.21%,12.00%,40.30%,7.50%,9.10%,4.20%,7.90%,13.70%,13.64%,564.00M,539.38M,3.08%,2.47,119.29,53.47 - 114.35,-21.65%,67.55%,53.42,0.57,6.71M,"3,793,070",3.63%,1.01%,2.68%,26.22%,62.07%,40.01%,1.77,3.72,3.40% 3.96%,89.98,89.59,-0.43%
MPWR,S&P 500,22.43B,276.20M,1.33B,28.57,15.87,3.00,0.65%,2773,Yes,Yes,1.80,80.05,34.09,3.20,16.85,16.10,28.99,98.79,3.40,4.60,0.00,0.00,13.56%,5.75,13.50,2.94,44.50%,17.01%,25.00%,32.10%,25.50%,48.40%,73.20%,Aug 01 AMC,10.42%,4.80%,-6.51%,96.50%,0.44%,17.90%,22.90%,18.70%,57.30%,23.50%,20.70%,40.10%,1.41%,46.42M,45.30M,1.91%,1.77,551.44,348.02 - 580.00,-20.67%,32.21%,62.75,0.74,487.35K,"362,686",0.89%,15.86%,17.26%,21.65%,6.75%,-6.73%,1.09,19.78,4.45% 4.32%,451.01,460.11,2.02%
MRK,DJIA S&P500,227.52B,13.91B,53.98B,16.17,3.53,2.76,3.07%,68000,Yes,Yes,2.20,16.40,12.18,1.56,4.21,5.56,25.48,37.48,1.10,1.40,0.78,0.75,-2.55%,5.48,7.38,1.69,173.50%,0.34%,10.53%,28.20%,4.10%,49.60%,57.20%,Jul 28 BMO,-1.31%,0.10%,0.00%,75.10%,0.04%,14.30%,38.30%,15.50%,71.10%,28.90%,26.30%,47.80%,8.00%,2.53B,2.53B,0.80%,1.75,99.35,70.89 - 95.72,-6.04%,26.87%,44.04,1.19,11.64M,"13,897,247",-0.22%,-2.12%,6.55%,13.65%,14.82%,17.35%,0.35,2.01,1.89% 1.95%,91.23,89.94,-1.41%
MRNA,S&P 500,64.94B,14.64B,22.60B,42.48,24.62,-,-,2700,Yes,Yes,2.50,4.65,18.25,-,2.87,3.72,6.42,4.98,1.60,1.80,0.05,0.04,-3.04%,34.01,8.66,4.55,-1.90%,-68.83%,-,111.10%,179.40%,213.20%,202.30%,Aug 03 BMO,7.40%,5.30%,-7.89%,64.20%,0.12%,65.50%,121.90%,81.90%,84.80%,71.90%,64.80%,0.00%,-19.09%,402.00M,360.33M,4.52%,2.85,220.67,115.61 - 497.49,-68.23%,36.73%,50.14,0.61,5.72M,"3,479,411",-6.41%,11.17%,10.98%,2.01%,-54.75%,-37.76%,1.65,8.96,4.89% 6.06%,158.02,158.07,0.03%
MRO,S&P 500,19.23B,2.15B,6.17B,15.57,-,0.32,1.34%,1531,Yes,Yes,2.20,8.35,5.66,0.76,3.12,1.54,-,8.20,1.10,1.10,0.36,0.35,9.35%,2.87,4.23,1.27,165.50%,-13.08%,10.98%,19.80%,10.10%,63.70%,-,Aug 03 AMC,-6.33%,0.30%,-46.07%,79.90%,-0.18%,12.30%,19.80%,7.50%,90.80%,30.40%,34.90%,9.00%,10.88%,730.00M,675.75M,3.49%,1.14,33.20,10.41 - 33.24,-27.94%,130.07%,54.51,0.55,20.76M,"11,407,272",8.08%,-0.75%,-2.88%,22.13%,103.31%,45.86%,2.56,1.27,5.13% 4.97%,23.88,23.95,0.29%
MS,S&P 500,143.95B,13.11B,59.58B,54.91,78.42,3.10,3.74%,77000,Yes,Yes,-,11.21,10.56,7.05,2.42,1.51,1.06,5.15,-,-,6.99,2.37,5.71%,7.40,7.86,1.53,24.20%,17.31%,1.59%,22.40%,10.00%,-5.50%,-7.90%,Jul 14 BMO,4.42%,0.30%,-1.02%,65.30%,0.11%,1.20%,14.90%,2.00%,90.30%,33.00%,24.40%,25.70%,-9.13%,1.73B,1.34B,1.18%,1.94,95.48,72.05 - 109.73,-24.41%,15.13%,61.59,0.75,8.16M,"6,115,981",-0.08%,6.13%,0.90%,-17.19%,-13.66%,-15.50%,1.41,2.22,2.20% 2.46%,82.51,82.95,0.53%
MSCI,S&P 500,39.14B,757.60M,2.13B,-10.78,8.23,4.16,0.88%,4361,Yes,Yes,2.40,52.03,37.28,3.72,18.42,-,57.62,61.24,1.10,1.10,-,-,10.92%,9.12,12.72,2.68,23.40%,13.97%,14.00%,26.30%,12.20%,17.00%,17.80%,Jul 26 BMO,12.47%,2.00%,-0.05%,92.90%,0.38%,15.10%,-179.30%,22.60%,82.30%,50.30%,35.70%,42.30%,-8.26%,81.59M,78.64M,1.08%,1.53,486.73,376.41 - 679.85,-30.24%,26.00%,69.20,0.90,555.39K,"498,882",5.99%,14.81%,13.53%,-3.63%,-19.86%,-22.59%,1.06,14.18,3.15% 3.00%,452.97,474.29,4.71%
MSFT,DJIA S&P500,2102.85B,72.46B,192.56B,21.74,13.76,2.48,0.90%,181000,Yes,Yes,1.70,28.84,25.94,1.83,10.92,12.71,20.09,45.78,1.90,2.00,0.40,0.38,6.23%,9.59,10.66,2.29,39.70%,14.68%,15.74%,25.70%,13.00%,18.40%,9.10%,Jul 26 AMC,6.16%,0.07%,-0.57%,72.00%,0.09%,21.40%,47.00%,28.20%,68.70%,42.50%,37.60%,24.50%,-6.58%,7.49B,7.46B,0.52%,1.27,344.40,241.51 - 349.67,-20.95%,14.45%,61.39,1.08,30.72M,"33,172,726",4.37%,7.77%,-2.40%,-6.84%,-3.43%,-17.81%,0.92,8.00,3.28% 2.77%,268.74,276.41,2.85%
MSI,S&P 500,39.73B,1.27B,8.29B,-1.88,5.22,3.16,1.34%,18700,Yes,Yes,1.90,32.37,21.41,2.87,4.79,-,45.25,45.19,0.90,1.10,-,-,9.44%,7.30,11.04,1.87,31.60%,12.01%,11.28%,17.30%,6.20%,6.70%,9.50%,Aug 04 AMC,10.42%,0.20%,-60.96%,89.10%,0.47%,10.90%,-519.10%,23.80%,48.70%,19.20%,15.30%,38.90%,1.57%,168.00M,166.32M,0.74%,1.46,273.33,195.18 - 273.65,-13.64%,21.08%,70.50,1.12,840.63K,"944,355",6.35%,12.40%,9.34%,3.85%,6.70%,-13.02%,0.90,5.15,2.07% 2.19%,230.25,236.32,2.64%
MTB,S&P 500,30.65B,1.78B,3.94B,125.06,216.21,4.80,2.76%,17115,Yes,Yes,2.20,12.61,8.85,0.72,7.78,1.39,0.80,15.44,-,-,0.21,0.21,7.54%,13.79,19.64,4.07,38.80%,51.18%,17.61%,12.10%,0.20%,-8.70%,-21.10%,Jul 20 BMO,4.52%,0.40%,-2.84%,70.00%,2.06%,1.20%,11.20%,16.40%,-,97.10%,45.10%,32.60%,4.84%,128.94M,-,-,2.60,200.03,131.29 - 186.95,-6.99%,32.45%,63.27,0.67,1.13M,"756,495",2.76%,6.60%,1.54%,3.65%,29.32%,13.22%,0.89,5.05,2.01% 2.75%,172.98,173.89,0.53%
MTCH,S&P 500,21.42B,283.50M,3.11B,-0.43,3.12,-,-,2500,Yes,Yes,1.90,80.22,24.94,4.85,6.88,-,23.25,22.41,1.10,1.10,-,-,2.53%,0.90,2.91,0.53,-55.90%,21.32%,16.55%,6.60%,21.70%,19.60%,13.10%,Aug 03 AMC,-2.13%,0.40%,0.00%,-,0.62%,5.80%,-211.60%,11.60%,71.20%,27.90%,9.10%,0.00%,-32.47%,284.46M,283.82M,2.99%,2.69,110.05,63.33 - 182.00,-60.15%,14.51%,50.99,0.55,3.16M,"1,737,884",-2.89%,0.99%,-5.93%,-34.17%,-55.68%,-45.16%,0.80,3.60,4.25% 4.62%,71.96,72.52,0.78%
MTD,S&P 500,29.85B,793.30M,3.81B,3.71,5.09,-,-,15600,Yes,Yes,2.90,38.14,30.93,2.14,7.83,350.12,255.35,40.41,0.80,1.20,22.13,20.88,9.32%,34.06,42.00,8.76,31.60%,9.50%,17.80%,18.20%,8.20%,11.60%,19.50%,Jul 28 AMC,7.90%,0.20%,-58.30%,97.60%,0.06%,24.30%,523.10%,41.50%,58.20%,25.60%,20.80%,0.00%,-6.31%,22.77M,22.33M,1.77%,2.74,1310.09,1082.78 - 1714.75,-24.25%,19.97%,65.68,0.95,144.44K,"137,938",4.73%,14.87%,3.25%,-7.58%,-12.68%,-23.46%,1.09,35.60,2.73% 2.94%,1273.56,1298.96,1.99%
MU,S&P 500,71.10B,9.91B,32.39B,44.32,8.93,0.46,0.74%,43000,Yes,Yes,2.10,7.08,9.72,0.67,2.20,1.40,6.95,15.86,2.40,3.20,0.14,0.14,4.62%,8.77,6.38,1.65,116.20%,-25.41%,10.52%,84.30%,17.40%,16.40%,54.60%,Jun 30 AMC,-1.53%,0.26%,-0.20%,83.60%,0.25%,15.90%,21.20%,11.60%,46.90%,34.10%,30.60%,3.40%,-18.04%,1.11B,1.10B,3.09%,1.85,77.45,51.40 - 98.45,-36.95%,20.76%,53.56,0.54,18.43M,"10,033,533",-2.47%,7.28%,-6.62%,-24.28%,-17.84%,-33.37%,1.31,2.23,3.35% 3.64%,61.89,62.07,0.29%
NCLH,S&P 500,5.29B,-4119.10M,1.17B,3.61,4.89,-,-,34700,Yes,Yes,2.40,-,7.17,-,4.54,3.35,2.48,-,0.70,0.80,9.00,8.33,2.71%,-10.59,1.69,-0.86,21.70%,176.10%,-,-45.10%,-33.20%,16736.80%,43.40%,May 10 BMO,-7.68%,0.90%,2.61%,56.30%,0.02%,-21.90%,-156.30%,-26.80%,-83.60%,-,-,-,-37.66%,417.74M,417.14M,9.76%,1.84,21.20,10.31 - 29.45,-58.88%,17.46%,48.90,1.11,22.10M,"24,518,227",-2.96%,-5.09%,-39.18%,-42.14%,-52.55%,-41.61%,2.53,0.87,5.77% 6.71%,11.50,12.11,5.30%
NDAQ,S&P 500,29.79B,1.14B,5.91B,36.43,4.28,0.80,0.45%,5987,Yes,Yes,2.10,26.49,21.34,3.40,5.04,4.93,41.89,52.26,0.90,0.90,0.98,0.80,11.62%,6.77,8.41,1.94,26.10%,6.23%,7.80%,61.60%,9.70%,-7.10%,-4.80%,Jul 20 BMO,15.79%,0.60%,-2.59%,76.50%,-0.14%,6.10%,18.70%,9.60%,59.40%,25.80%,20.10%,29.50%,0.61%,165.05M,114.57M,2.02%,2.36,192.92,140.31 - 214.96,-16.53%,27.87%,75.97,1.10,977.02K,"1,073,420",3.11%,16.01%,12.10%,5.85%,-3.29%,-14.57%,0.93,4.12,2.14% 2.34%,173.99,179.42,3.12%
NDSN,S&P 500,13.02B,482.70M,2.49B,37.91,2.10,2.04,0.90%,7200,Yes,Yes,2.30,27.47,22.84,2.11,5.23,5.96,107.70,36.50,0.90,1.50,0.37,0.23,7.78%,8.22,9.89,2.44,81.30%,6.26%,13.00%,10.40%,5.50%,7.80%,-11.30%,May 23 AMC,7.94%,0.10%,0.00%,74.00%,0.33%,12.80%,22.40%,16.50%,56.00%,27.30%,19.40%,23.10%,-2.19%,57.78M,51.27M,1.43%,3.14,265.29,194.89 - 272.28,-17.03%,15.92%,70.13,0.73,233.98K,"170,905",2.62%,11.37%,4.42%,0.00%,1.44%,-11.50%,0.95,4.70,1.75% 2.33%,221.78,225.91,1.86%
NEE,S&P 500,163.22B,1.46B,16.23B,18.27,0.76,1.70,2.01%,15000,Yes,Yes,2.00,114.71,27.45,12.64,10.06,4.63,110.51,37.25,0.40,0.50,1.66,1.42,6.46%,0.74,3.08,0.78,18.70%,7.92%,9.07%,3.00%,1.10%,-22.40%,-127.20%,Jul 22 BMO,10.22%,0.20%,2.83%,79.80%,0.26%,2.60%,9.70%,2.80%,-,17.90%,22.00%,84.60%,4.53%,1.96B,1.96B,1.23%,2.47,91.62,67.22 - 93.73,-9.80%,25.77%,67.42,1.36,9.74M,"13,274,500",7.19%,10.60%,15.38%,16.38%,8.59%,-9.45%,0.44,2.19,2.18% 2.20%,80.38,84.54,5.18%
NEM,S&P 500,36.85B,1.00B,12.37B,27.05,5.40,2.20,4.80%,14400,Yes,Yes,2.70,36.53,14.74,-,2.98,1.69,8.48,53.49,2.20,2.90,0.29,0.28,-17.27%,1.25,3.11,0.64,-58.10%,4.40%,-,39.30%,12.80%,5.30%,-18.90%,Jul 25 BMO,-25.83%,0.10%,-15.57%,83.50%,0.17%,2.60%,4.70%,0.50%,54.60%,9.60%,8.50%,166.40%,-28.79%,793.00M,792.43M,1.43%,1.54,73.13,44.00 - 86.37,-46.96%,4.11%,20.42,2.46,7.36M,"18,082,377",-12.06%,-27.24%,-36.49%,-25.74%,-25.97%,-26.14%,0.37,2.26,5.75% 3.96%,45.61,45.81,0.44%
NFLX,S&P 500,101.98B,4.84B,31.03B,42.91,12.90,-,-,11300,Yes,Yes,2.70,21.15,20.64,2.26,3.29,5.27,17.52,636.59,1.00,1.00,0.75,0.75,16.38%,10.69,10.95,2.18,81.30%,7.09%,9.37%,90.50%,27.50%,8.60%,7.70%,Jul 19 AMC,19.25%,1.49%,0.77%,80.50%,-0.21%,11.40%,30.10%,16.70%,40.60%,19.10%,16.40%,0.00%,-43.65%,444.56M,437.65M,3.02%,1.12,270.03,162.71 - 700.99,-67.76%,38.91%,66.51,0.75,11.84M,"8,924,517",0.96%,25.85%,19.88%,-37.16%,-56.48%,-62.48%,1.33,10.00,4.55% 5.02%,226.75,226.02,-0.32%
NI,S&P 500,12.00B,661.10M,5.23B,13.93,0.29,0.94,3.14%,7272,Yes,Yes,1.90,19.68,19.32,2.74,2.29,2.15,104.77,26.61,0.60,0.70,1.73,1.62,3.85%,1.52,1.55,0.13,771.10%,6.83%,7.18%,4.40%,1.80%,21.20%,30.80%,Aug 03 BMO,1.60%,0.30%,0.00%,94.90%,-0.53%,2.80%,12.80%,5.80%,69.00%,22.50%,12.60%,54.40%,5.47%,406.00M,404.27M,3.52%,3.16,32.00,23.65 - 32.58,-8.15%,26.55%,61.15,0.59,4.50M,"2,637,562",6.55%,1.98%,-0.60%,9.51%,17.37%,8.40%,0.35,0.61,1.75% 2.10%,29.31,29.93,2.12%
NKE,DJIA S&P500,180.67B,6.05B,46.71B,9.72,8.07,1.22,1.09%,79100,Yes,Yes,2.10,29.90,24.36,2.44,3.87,11.55,13.90,69.68,1.80,2.60,0.62,0.58,5.85%,3.75,4.61,0.94,5.50%,22.04%,12.27%,8.40%,6.30%,-0.90%,-3.40%,Jun 27 AMC,1.99%,0.10%,-7.62%,83.30%,0.04%,15.50%,40.70%,24.60%,46.00%,14.30%,12.90%,30.30%,-18.73%,1.57B,1.25B,1.19%,1.96,140.23,99.53 - 179.10,-37.34%,12.76%,56.15,0.89,7.58M,"6,748,766",0.55%,9.19%,-7.43%,-22.06%,-32.17%,-32.66%,1.02,3.56,2.89% 2.79%,107.86,112.23,4.05%
NLOK,S&P 500,14.05B,836.00M,2.80B,-0.16,3.31,0.50,2.04%,2700,Yes,Yes,2.20,17.36,12.55,2.14,5.02,-,7.43,21.12,0.70,0.70,-,-,4.46%,1.42,1.96,0.43,21.90%,8.36%,8.10%,41.70%,-7.00%,6.50%,-42.60%,Aug 04 AMC,4.36%,0.30%,145.71%,97.30%,-6.23%,12.30%,-363.50%,21.90%,85.40%,35.80%,29.90%,34.80%,-4.07%,581.00M,578.66M,4.03%,3.52,26.56,21.55 - 30.92,-20.52%,14.01%,58.94,0.81,6.63M,"5,361,572",-1.76%,10.33%,-3.76%,-3.04%,-2.77%,-5.43%,0.66,0.55,2.26% 2.24%,24.69,24.57,-0.49%
NLSN,S&P 500,8.70B,546.00M,3.51B,9.47,1.33,0.24,1.00%,14000,Yes,Yes,2.80,15.89,11.97,3.00,2.48,2.54,18.05,11.57,2.00,2.00,1.65,1.64,1.86%,1.51,2.01,0.43,187.10%,7.09%,5.30%,1.90%,-11.10%,1.60%,-4.80%,Apr 28 BMO,-0.47%,0.60%,-,-,14.30%,4.50%,15.40%,9.80%,64.50%,23.20%,14.10%,17.40%,8.54%,359.53M,358.48M,4.99%,6.59,27.43,16.02 - 27.79,-13.46%,50.12%,53.56,3.05,2.72M,"8,282,813",0.04%,1.65%,-8.66%,29.79%,0.00%,17.26%,1.37,0.49,1.96% 1.70%,24.22,24.05,-0.70%
NOW,S&P 500,90.15B,223.00M,6.26B,19.98,19.44,-,-,16881,Yes,Yes,1.80,397.18,46.95,14.68,14.41,21.85,22.46,46.25,1.10,1.10,0.39,0.37,-4.63%,1.10,9.30,1.54,93.40%,27.37%,27.06%,19.60%,33.50%,26.60%,-8.80%,Jul 27 AMC,-5.24%,0.10%,-26.43%,90.30%,-0.05%,2.20%,6.20%,4.50%,77.30%,3.90%,3.60%,0.00%,-21.16%,200.09M,199.86M,2.00%,2.19,612.37,406.47 - 707.60,-38.31%,7.39%,45.00,2.13,1.83M,"3,905,109",-5.17%,-7.80%,-6.39%,-9.89%,-25.17%,-32.75%,1.00,21.90,4.71% 4.41%,448.60,436.50,-2.70%
NRG,S&P 500,9.00B,4.00B,26.79B,20.79,1.61,1.40,3.73%,6635,Yes,Yes,2.50,2.28,8.68,0.06,0.34,1.80,23.26,3.61,1.30,1.40,1.60,1.60,1.73%,16.43,4.32,0.65,330.60%,20.41%,37.90%,41.50%,24.80%,-2.40%,-,Aug 04 BMO,-7.39%,0.90%,0.00%,99.80%,0.20%,15.70%,105.00%,22.40%,30.70%,21.40%,14.90%,8.10%,-4.78%,242.00M,235.18M,6.78%,4.15,44.18,34.70 - 47.82,-21.56%,8.10%,50.11,0.77,3.84M,"2,972,405",4.08%,-0.82%,2.60%,-5.59%,-10.07%,-12.93%,0.89,0.99,2.39% 2.55%,36.48,37.51,2.82%
NSC,S&P 500,58.11B,3.03B,11.42B,56.25,6.62,4.96,2.03%,18100,Yes,Yes,2.40,19.77,16.38,1.79,5.09,4.35,36.99,37.16,0.90,1.00,1.10,1.02,5.76%,12.38,14.94,3.47,54.50%,8.53%,11.04%,16.60%,2.40%,10.50%,9.90%,Jul 27 BMO,5.13%,0.10%,-28.25%,76.40%,-0.06%,7.80%,21.90%,13.00%,52.90%,39.60%,26.60%,35.50%,-7.30%,239.30M,238.04M,1.38%,2.65,268.13,217.00 - 299.20,-18.17%,12.82%,64.46,1.01,1.24M,"1,254,138",1.12%,8.15%,-6.74%,-9.00%,-4.71%,-17.76%,1.33,5.55,2.19% 2.21%,243.24,244.83,0.65%
